slug,url,name,category,category_slug,calories,protein_g,total_fat_g,total_carb_g,dietary_fiber_g,sugars_g,sodium_mg,cholesterol_mg,scraped_at
trail-mix,https://caloriedata.org/calories-in/trail-mix,Trail Mix,Snacks,snacks,463.0,15.0,24.0,48.0,7.0,30.0,154.0,0.0,2026-05-04T03:04:53Z
trout,https://caloriedata.org/calories-in/trout,Trout,Proteins & Meats,proteins,141.0,19.0,6.0,0.0,0.0,0.0,60.0,0.0,2026-05-04T03:04:53Z
tuna,https://caloriedata.org/calories-in/tuna,Tuna,Proteins & Meats,proteins,132.0,29.0,1.3,0.0,0.0,0.0,41.0,0.0,2026-05-04T03:04:54Z
turkey,https://caloriedata.org/calories-in/turkey,Turkey Breast,Proteins & Meats,proteins,135.0,30.0,1.7,0.0,0.0,0.0,59.0,76.0,2026-05-04T03:04:54Z
turkey-breast,https://caloriedata.org/calories-in/turkey-breast,Turkey Breast,Proteins & Meats,proteins,135.0,29.0,1.6,0.0,0.0,0.0,53.0,0.0,2026-05-04T03:04:54Z
turkey-jerky,https://caloriedata.org/calories-in/turkey-jerky,Turkey Jerky,Proteins & Meats,proteins,116.0,32.0,2.0,4.0,0.0,3.0,1107.0,0.0,2026-05-04T03:04:54Z
turnip,https://caloriedata.org/calories-in/turnip,Turnip,Vegetables,vegetables,36.0,0.9,0.1,8.0,2.3,5.5,71.0,0.0,2026-05-04T03:04:54Z
unsweetened-premium-coffee-drink,https://caloriedata.org/calories-in/unsweetened-premium-coffee-drink,UNSWEETENED PREMIUM COFFEE DRINK,Fast Food,fast-food,5.0,0.31,0.0,0.92,0.0,0.0,0.0,,2026-05-04T03:04:54Z
vanilla-chilled-coffee-drink,https://caloriedata.org/calories-in/vanilla-chilled-coffee-drink,VANILLA CHILLED COFFEE DRINK,Fast Food,fast-food,70.0,2.11,1.05,13.0,0.0,10.9,35.0,5.0,2026-05-04T03:04:55Z
vanilla-fig-with-cream-cold-brew-premium-coffee-drink,https://caloriedata.org/calories-in/vanilla-fig-with-cream-cold-brew-premium-coffee-drink,VANILLA & FIG WITH CREAM COLD BREW PREMIUM COFFEE DRINK,Fast Food,fast-food,46.0,1.54,1.23,7.38,0.0,6.77,22.0,5.0,2026-05-04T03:04:55Z
venison,https://caloriedata.org/calories-in/venison,Venison,Proteins & Meats,proteins,158.0,26.0,8.0,0.0,0.0,0.0,55.0,0.0,2026-05-04T03:04:55Z
vinegar,https://caloriedata.org/calories-in/vinegar,Vinegar,Snacks,snacks,12.0,0.2,0.0,0.4,0.0,0.1,5.0,0.0,2026-05-04T03:04:55Z
vodka,https://caloriedata.org/calories-in/vodka,Vodka,Beverages,beverages,231.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2026-05-04T03:04:55Z
waffle,https://caloriedata.org/calories-in/waffle,Waffle,Desserts,desserts,218.0,4.5,11.0,26.0,1.2,4.0,383.0,0.0,2026-05-04T03:04:55Z
wakame,https://caloriedata.org/calories-in/wakame,Wakame,Vegetables,vegetables,45.0,3.1,0.6,9.4,1.3,0.0,872.0,0.0,2026-05-04T03:04:56Z
walnuts,https://caloriedata.org/calories-in/walnuts,Walnuts,Nuts & Seeds,nuts-seeds,654.0,9.0,65.0,14.0,6.7,2.6,2.0,0.0,2026-05-04T03:04:56Z
water-chestnut,https://caloriedata.org/calories-in/water-chestnut,Water Chestnut,Vegetables,vegetables,30.0,0.6,0.1,7.0,1.4,0.8,20.0,0.0,2026-05-04T03:04:56Z
watermelon,https://caloriedata.org/calories-in/watermelon,Watermelon,Fruits,fruits,30.0,0.6,0.2,8.0,0.4,7.0,28.0,0.0,2026-05-04T03:04:56Z
wheat-thins-ritz-toasted-chips-ritz-cheese-crispers-snacks,https://caloriedata.org/calories-in/wheat-thins-ritz-toasted-chips-ritz-cheese-crispers-snacks,"WHEAT THINS, RITZ TOASTED CHIPS, RITZ CHEESE CRISPERS SNACKS",Snacks,snacks,464.0,7.14,17.9,71.4,7.1,14.3,679.0,0.0,2026-05-04T03:04:57Z
wheaties-cereal,https://caloriedata.org/calories-in/wheaties-cereal,Wheaties Cereal,Grains & Cereals,grains,333.0,8.33,2.08,83.3,12.5,16.7,667.0,0.0,2026-05-04T03:04:57Z
wheaties-protein-honey-pecan-breakfast-cereal,https://caloriedata.org/calories-in/wheaties-protein-honey-pecan-breakfast-cereal,Wheaties Protein Honey Pecan Breakfast Cereal,Grains & Cereals,grains,438.0,32.8,18.8,43.8,7.8,9.38,344.0,0.0,2026-05-04T03:04:57Z
wheaties-protein-maple-almond-breakfast-cereal,https://caloriedata.org/calories-in/wheaties-protein-maple-almond-breakfast-cereal,Wheaties Protein Maple Almond Breakfast Cereal,Grains & Cereals,grains,422.0,34.4,15.6,43.8,9.4,9.38,359.0,0.0,2026-05-04T03:04:57Z
wheaties-whole-grain-wheat-flakes-breakfast-cereal,https://caloriedata.org/calories-in/wheaties-whole-grain-wheat-flakes-breakfast-cereal,Wheaties Whole Grain Wheat Flakes Breakfast Cereal,Grains & Cereals,grains,352.0,8.72,1.93,83.6,11.3,14.3,590.0,0.0,2026-05-04T03:04:57Z
whey-protein,https://caloriedata.org/calories-in/whey-protein,Whey Protein,Dairy,dairy,417.0,97.0,2.0,0.0,0.0,0.0,320.0,0.0,2026-05-04T03:04:57Z
whiskey,https://caloriedata.org/calories-in/whiskey,Whiskey,Beverages,beverages,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-04T03:04:48Z
white-rice,https://caloriedata.org/calories-in/white-rice,White Rice,Grains & Cereals,grains,130.0,2.7,0.3,28.0,0.4,0.1,1.0,0.0,2026-05-04T03:04:48Z
whole-wheat-bread,https://caloriedata.org/calories-in/whole-wheat-bread,Whole Wheat Bread,Grains & Cereals,grains,247.0,3.6,3.6,41.0,6.8,3.8,421.0,0.0,2026-05-04T03:04:49Z
whopper,https://caloriedata.org/calories-in/whopper,Whopper,Fast Food,fast-food,248.0,14.0,14.0,21.0,0.8,5.0,460.0,0.0,2026-05-04T03:04:49Z
wine,https://caloriedata.org/calories-in/wine,Wine,Beverages,beverages,85.0,0.1,0.0,2.6,0.0,0.6,5.0,0.0,2026-05-04T03:04:49Z
worcestershire-sauce,https://caloriedata.org/calories-in/worcestershire-sauce,Worcestershire Sauce,Snacks,snacks,49.0,0.9,0.1,11.0,0.0,4.5,1304.0,0.0,2026-05-04T03:04:49Z
yogurt,https://caloriedata.org/calories-in/yogurt,Yogurt,Dairy,dairy,59.0,10.0,0.4,3.3,0.0,2.8,41.0,0.0,2026-05-04T03:04:50Z
yoplait-go-gurt-low-fat-yogurt,https://caloriedata.org/calories-in/yoplait-go-gurt-low-fat-yogurt,"YOPLAIT, GO-GURT, LOW FAT YOGURT",Dairy,dairy,94.0,3.12,0.78,18.8,0.0,14.1,47.0,8.0,2026-05-04T03:04:50Z
zucchini,https://caloriedata.org/calories-in/zucchini,Zucchini,Vegetables,vegetables,21.0,1.5,0.4,4.0,1.0,1.2,10.0,0.0,2026-05-04T03:04:50Z
